department,course_code,title,units,description
ENGLISH,ENGLISH 160,Methods and Materials of Literary Criticism,4,An introduction to issues in literary criticism with emphasis on application of principles and methods to selected literary texts.
ENGLISH,ENGLISH 161,Introduction to Literary Theory,4,This class will focus on literary theory.
ENGLISH,ENGLISH 165,Special Topics,4,"Designed primarily for English majors. Topics vary from semester to semester. Students should consult the department's ""Announcement of Classes"" for offerings well before the beginning of the semester."
ENGLISH,ENGLISH 165AC,Special Topics in American Cultures,4,"Designed primarily for English majors. Study of a special topic related to the diversity of the United States. Topics vary from semester to semester. Students should consult the department's ""Announcement of Classes"" for offerings well before the beginning of the semester."
ENGLISH,ENGLISH 166,Special Topics,4,"Immersive study of an author, genre, form, or literary historical issue. Topics vary from term to term."
ENGLISH,ENGLISH 166AC,Special Topics in American Cultures,4,"In this course, students investigate the way literature and other art forms have both represented the diversity of the United States and shaped conceptions of diversity. English 166AC provides students with an opportunity to deepen and complicate their appreciation of the way fictions make meaning, shape our understanding and experience of the world, and transform society. Topics vary from term to"
ENGLISH,ENGLISH N166,Special Topics,6,"Immersive study of an author, genre, form, or literary historical issue. Topics vary from summer to summer."
ENGLISH,ENGLISH 170,Literature and the Arts,4,Studies in the relationship of literature in English to the arts.
ENGLISH,ENGLISH 171,Literature and Sexual Identity,4,"Sexual identity in literature in relation to thematics, literary convention, psychology, and the particular politics and sociology of individual cultures. The course may range broadly over Western literature or concentrate on one historical period."
ENGLISH,ENGLISH 172,Literature and Psychology,4,Studies in the relationship of literature in English to psychology.
ENGLISH,ENGLISH 173,The Language and Literature of Films,4,"Studies in film as a mode of representing reality; cinematic techniques and the ""language"" of film. Lectures, class discussions, and film viewings."
ENGLISH,ENGLISH 174,Literature and History,4,Topics will vary from semester to semester.
ENGLISH,ENGLISH 175,Literature and Disability,4,"Studies of the relationships among literature, culture, and ""disability."" The course may range broadly or concentrate on one historical period, genre, or issue."
ENGLISH,ENGLISH 176,Literature and Popular Culture,4,Topics will vary from semester to semester.
ENGLISH,ENGLISH 177,Literature and Philosophy,4,Studies in the relationship of literature in English to philosophy.
ENGLISH,ENGLISH 177A,Literature and the Environment,4,Studies in the relationship between literature and the environment.
ENGLISH,ENGLISH 178,British and American Folklore,4,Study of representative forms of folklore and oral literature among the English-speaking people of the British Isles and North America.
ENGLISH,ENGLISH 178A,Literature and Law,4,Studies in the relationship between literature and law. 4 units.
ENGLISH,ENGLISH 179,Literature and Linguistics,4,"Study of the English language as a medium for literature. Topics may include rhyme, alliteration, meter, poetic syntax, metaphor, irony, the language of point of view, narrative tense, orality, literacy, etc."
ENGLISH,ENGLISH 180A,Autobiography,4,Lectures on and discussion of autobiographical forms.
ENGLISH,ENGLISH 180C,Comedy,4,"Studies of representative comic forms, techniques, and points of view."
ENGLISH,ENGLISH 180E,The Epic,4,"Reading and discussion of epics, considering their cultural and historical contexts, the nature of their composition, and the development of the form."
